date,code,name,price,amount_M,rsi_14,bias_ma5,diff,pct_chg,pearl_score,stop_loss
2026-06-16,600550,保变电气,13.46,1081.94,51.85,8.6,-0.663853977159313,6.49,75,13.05
2026-06-16,000955,欣龙控股,4.21,92.48,47.97,3.75,-0.19947649807705314,5.25,65,4.1
2026-06-16,603088,宁波精达,10.7,215.18,47.93,5.79,-0.5473857078277486,5.63,60,10.42
2026-06-16,002696,百洋股份,5.8,163.9,45.29,4.92,-0.2788083325250392,7.41,55,5.58
2026-06-16,603949,雪龙集团,16.74,146.58,52.21,8.22,-0.5762261843154057,9.99,40,15.98
2026-06-16,000922,佳电股份,14.5,917.65,58.61,12.84,-0.4162609478409198,9.02,40,13.97
2026-06-16,000679,大连友谊,6.68,75.92,56.37,8.06,-0.15326105231146592,10.05,35,6.38
