date,code,name,price,amount_M,rsi_14,bias_ma5,diff,pct_chg,pearl_score,stop_loss
2026-04-16,002842,翔鹭钨业,33.85,2358.64,61.56,2.8,-0.18542205576292048,6.85,90,32.87
2026-04-16,002511,中顺洁柔,8.82,346.09,62.5,5.08,-0.022741119375362828,6.27,70,8.59
