date,code,name,price,amount_M,rsi_14,bias_ma5,diff,pct_chg,pearl_score,stop_loss
2026-03-27,603399,永杉锂业,11.72,543.22,56.73,9.76,-0.10586386863028174,10.05,60,11.09
2026-03-27,002582,好想你,11.23,197.38,50.58,5.45,-0.35331644306502064,5.35,55,10.92
