date,code,name,price,amount_M,rsi_14,bias_ma5,diff,pct_chg,pearl_score,stop_loss
2026-03-11,000837,秦川机床,12.57,1022.76,54.33,5.01,-0.17889800090277852,5.45,100,12.48
2026-03-11,603949,雪龙集团,20.48,435.17,57.19,9.52,-0.2735942681578152,5.08,40,20.04
