date,code,name,price,amount_M,rsi_14,bias_ma5,diff,pct_chg,pearl_score,stop_loss
2026-04-03,600106,重庆路桥,5.87,210.13,47.67,6.42,-0.16115881144460786,9.93,55,5.6
2026-04-03,603033,三维股份,10.78,228.48,56.49,7.52,-0.1806706021915261,10.0,45,10.27
2026-04-03,600302,标准股份,12.27,214.1,58.42,9.05,-0.18096818993206654,10.04,35,11.7
