date,code,name,price,amount_M,rsi_14,bias_ma5,diff,pct_chg,pearl_score,stop_loss
2026-03-25,002038,双鹭药业,6.25,344.77,53.19,6.91,-0.24302826528456123,10.04,60,6.25
