date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-08-10,002746,仙坛股份,6.57,6.14,245.73,5.34,2.54,0.748,80.39,92.19,5.29,123.04,7.43
2026-08-10,002696,百洋股份,6.03,10.04,170.53,8.59,4.6,0.821,82.39,112.07,8.1,118.21,9.67
2026-08-10,603161,科华控股,15.49,10.01,164.02,5.69,2.78,1.152,60.13,70.12,7.49,95.07,10.65
2026-08-10,600356,恒丰纸业,9.06,9.95,137.76,5.23,2.61,0.771,78.57,99.08,7.04,111.01,10.07
2026-08-10,000953,河化股份,6.1,6.64,101.6,4.64,2.55,0.864,78.21,108.52,6.38,115.65,7.69
