date,code,name,price,stop_loss,pct_chg,amount_M,turnover,bias_ma5,diff
2026-07-31,002115,三维通信,11.23,10.88,9.99,1302.55,15.89,4.68,-0.12
2026-07-15,600155,华创云信,5.68,5.6,6.17,344.76,2.78,4.68,-0.059
2026-07-15,002062,宏润建设,7.56,7.22,10.04,288.11,3.44,4.56,-0.259
2026-07-31,600458,时代新材,12.56,12.08,8.28,164.35,6.07,7.83,-0.777
2026-07-31,603819,神力股份,12.87,12.51,7.97,148.61,5.36,7.38,-0.133
2026-07-15,603811,诚意药业,7.81,7.6,5.4,105.28,2.99,5.51,-0.867
2026-07-15,605158,华达新材,6.69,6.76,6.36,77.92,2.27,5.29,-0.139
