代码,股票名称,现价,支撑位,横盘天数,缩量占比,历史胜率,买入信号强度,全自动复盘建议
002716,湖南白银,7.9,7.61,4,59.1%,0.0%,⭐⭐ [形态观察],形态符合但该股历史胜率一般，建议等待放量起爆瞬间再介入。
