股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
603803,10.37,10.56,34.0%,70.4%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,瑞斯康达
603038,17.87,17.88,38.7%,51.7%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,华立股份
000546,6.85,6.74,31.7%,53.5%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,金圆股份
600960,5.56,5.51,23.1%,50.7%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,渤海汽车
600983,10.84,10.77,15.6%,51.3%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,惠而浦
002194,13.85,14.11,24.2%,52.6%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,武汉凡谷
600728,6.81,6.75,28.1%,52.6%,80,建议观察，待放量确认,佳都科技
001216,18.24,18.45,27.1%,60.0%,80,建议观察，待放量确认,华瓷股份
