代码,股票名称,现价,支撑位,横盘天数,缩量占比,历史胜率,买入信号强度,全自动复盘建议
002296,辉煌科技,12.59,12.43,3,50.0%,100.0%,⭐⭐⭐⭐⭐ [一击必中],该股历史表现极佳(胜率100.0%)！目前缩量至50.0%，建议分批介入。
