日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-04-13,002471,中超控股,8.81,回踩MA5阴线,0.02,18.83
2026-04-13,000065,北方国际,14.56,回踩MA10阴线,-0.63,10.38
2026-04-13,600219,南山铝业,6.24,回踩MA10阴线,1.0,10.15
