日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-02-11,603601,再升科技,11.77,回踩MA10阴线,0.44,16.81
2026-02-11,600550,保变电气,15.72,回踩MA5阴线,-0.51,17.8
2026-02-11,600869,远东股份,12.65,回踩MA10阴线,1.46,10.35
