日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-05-08,000925,众合科技,9.82,回踩MA5阴线,0.88,11.46
2026-05-08,000783,长江证券,8.22,回踩MA5阴线,1.23,15.9
