日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-03-05,002177,御银股份,8.89,回踩MA10阴线,0.14,11.02
2026-03-05,600397,江钨装备,18.17,回踩MA10阴线,-1.39,17.22
2026-03-05,600435,北方导航,18.41,回踩MA5阴线,1.41,16.18
