日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-06-11,600246,万通发展,16.45,回踩MA10阴线,-0.07,27.88
2026-06-11,002608,江苏国信,9.56,回踩MA10阴线,0.9,11.82
