日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-04-16,600330,天通股份,19.75,回踩MA5阴线,-0.03,24.66
2026-04-16,603687,大胜达,16.4,回踩MA10阴线,-0.25,10.64
2026-04-16,002639,雪人集团,19.28,回踩MA10阴线,-1.41,16.23
