日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-06-25,600601,方正科技,13.29,回踩MA10阴线,-0.5,23.12
2026-06-25,601636,旗滨集团,7.62,回踩MA10阴线,1.18,13.49
2026-06-25,601696,中银证券,12.9,回踩MA5阴线,-1.41,11.59
