日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-03-10,601919,中远海控,15.52,回踩MA10阴线,0.09,30.03
2026-03-10,002272,川润股份,19.83,回踩MA10阴线,1.37,20.14
2026-03-10,002491,通鼎互联,10.99,回踩MA10阴线,-1.38,16.19
