日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-03-21,600126,杭钢股份,9.15,回踩MA10阴线,-0.21,12.34
2026-03-21,600667,太极实业,10.68,回踩MA10阴线,-1.35,22.25
