日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-05-21,002031,巨轮智能,7.54,回踩MA10阴线,0.04,28.18
2026-05-21,600172,黄河旋风,10.7,回踩MA10阴线,1.36,13.44
