日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-05-18,600186,莲花控股,10.34,回踩MA5阴线,-0.37,22.49
2026-05-18,000783,长江证券,8.46,回踩MA10阴线,0.56,13.26
