日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-02-17,600352,浙江龙盛,16.43,回踩MA5阴线,0.24,13.8
2026-02-17,601360,三六零,12.9,回踩MA5阴线,-0.6,25.05
