日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-03-07,600028,中国石化,6.88,回踩MA10阴线,0.2,39.28
2026-03-07,600435,北方导航,17.85,回踩MA10阴线,0.84,11.44
2026-03-07,600635,大众公用,6.68,回踩MA5阴线,-1.15,12.67
