日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-05-05,600869,远东股份,16.99,回踩MA5阴线,-0.33,13.01
2026-05-05,600601,方正科技,11.67,回踩MA10阴线,0.66,17.31
