日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-04-21,600589,大位科技,11.13,回踩MA10阴线,0.91,13.11
2026-04-21,600186,莲花控股,7.87,回踩MA5阴线,1.13,13.23
