日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-06-04,600246,万通发展,15.62,回踩MA10阴线,0.4,23.22
2026-06-04,600021,上海电力,19.9,回踩MA10阴线,0.66,28.77
2026-06-04,000600,建投能源,11.8,回踩MA5阴线,-1.11,10.4
