日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-05-19,002429,兆驰股份,12.6,回踩MA10阴线,-0.16,17.45
2026-05-19,002044,美年健康,6.12,回踩MA10阴线,0.64,10.8
2026-05-19,603118,共进股份,15.63,回踩MA10阴线,-1.02,11.21
