日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-05-25,600667,太极实业,12.61,回踩MA10阴线,-0.39,28.41
2026-05-25,002617,露笑科技,9.15,回踩MA10阴线,0.99,17.13
2026-05-25,002354,天娱数科,6.76,回踩MA10阴线,1.11,11.5
