日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-06-21,002129,TCL中环,10.26,回踩MA5阴线,-0.47,26.3
2026-06-21,601696,中银证券,12.75,回踩MA5阴线,0.5,12.99
2026-06-21,603399,永杉锂业,19.3,回踩MA10阴线,1.24,17.16
