date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-06-05,600403,大有能源,8.14,10.0,1682.17,8.91,5.02,2.183,85.6,125.29,19.88,123.79,10.68
2026-06-05,603135,中重科技,14.03,10.04,464.08,5.62,4.39,0.524,64.87,123.67,18.54,107.93,11.37
