date,code,name,price,stop_loss,pct_chg,amount_M,turnover,bias_ma5,diff
2026-06-08,600776,东方通信,17.0,16.33,6.65,1388.66,8.79,10.0,-0.303
2026-06-08,600721,百花医药,7.79,7.52,10.03,282.24,9.61,6.51,-0.344
