date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-06-24,603327,福蓉科技,11.5,5.8,973.69,8.34,2.51,0.403,64.9,108.17,5.39,108.12,8.92
2026-06-24,603339,四方科技,15.4,5.77,433.97,9.23,2.83,0.839,77.21,110.51,9.81,128.41,7.21
