date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-06-08,600403,大有能源,8.95,9.95,1887.39,9.02,2.66,2.849,88.13,121.57,19.84,120.09,8.85
