date,code,name,price,stop_loss,pct_chg,amount_M,turnover,bias_ma5,diff
2026-06-12,600711,盛屯矿业,13.0,12.54,9.89,3870.27,9.79,10.92,-0.409
2026-06-12,002215,诺 普 信,9.58,9.16,9.99,295.49,3.9,6.92,-0.294
2026-06-12,600576,祥源文旅,6.18,5.93,9.96,265.83,6.59,7.85,-0.021
2026-06-12,603856,东宏股份,12.55,12.27,5.82,101.2,2.91,3.68,-0.136
