date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-06-22,003013,地铁设计,16.98,8.36,436.07,6.45,5.38,0.806,71.79,83.88,5.11,112.6,11.81
