date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-03-03,600179,安通控股,5.29,4.55,1433.13,7.11,2.77,0.2,59.35,82.3,4.46,115.09,4.55
2026-03-03,002221,东华能源,10.01,7.29,1387.69,9.78,4.67,0.809,79.55,107.88,11.67,131.57,10.93
2026-03-03,601022,宁波远洋,11.24,9.98,848.4,5.98,2.9,0.741,80.07,109.86,10.33,140.09,9.2
2026-03-02,600773,西藏城投,15.32,6.24,761.6,5.41,2.52,0.05,71.63,100.86,6.76,99.8,13.11
2026-03-02,603977,国泰集团,16.45,6.54,662.25,6.56,3.3,0.192,81.16,108.51,7.38,120.69,7.51
2026-03-02,000819,岳阳兴长,17.48,6.39,597.3,9.6,5.12,0.093,66.76,82.46,4.26,117.54,6.82
2026-03-03,605368,蓝天燃气,9.41,10.06,559.44,8.52,9.07,0.523,90.07,113.68,9.42,147.91,8.3
2026-03-03,000507,珠海港,5.86,4.83,471.88,9.08,4.26,0.356,76.34,96.75,4.16,133.27,6.08
2026-03-03,600279,重庆港,5.74,3.99,299.45,4.45,4.22,0.146,84.21,98.83,3.57,130.1,4.89
