date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-03-13,603218,日月股份,16.65,7.63,1068.67,6.45,3.24,1.098,86.31,98.15,9.45,131.29,11.25
2026-03-13,002438,江苏神通,19.26,9.99,577.18,6.61,2.61,0.595,57.42,82.58,6.26,79.98,11.14
