date,code,name,price,stop_loss,pct_chg,amount_M,turnover,bias_ma5,diff
2026-03-11,000837,秦川机床,12.57,12.48,5.45,1022.76,7.91,5.01,-0.179
2026-03-11,603949,雪龙集团,20.48,20.04,5.08,435.17,10.25,9.52,-0.274
