date,code,name,price,stop_loss,pct_chg,amount_M,turnover,bias_ma5,diff
2026-03-27,603399,永杉锂业,11.72,11.09,10.05,543.22,9.32,9.76,-0.106
2026-03-27,002582,好想你,11.23,10.92,5.35,197.38,5.2,5.45,-0.353
