date,code,name,price,stop_loss,pct_chg,amount_M,turnover,bias_ma5,diff
2026-03-20,000670,盈方微,8.83,8.44,9.96,1724.44,24.22,6.87,-0.016
2026-03-20,601133,柏诚股份,17.26,16.76,5.95,906.04,34.3,4.71,-0.255
2026-03-20,605050,福然德,14.43,13.72,9.98,752.26,10.69,10.76,-0.055
