date,code,name,price,stop_loss,pct_chg,amount_M,turnover,bias_ma5,diff
2026-03-13,603366,日出东方,10.32,9.87,10.02,837.97,10.23,8.81,-0.069
2026-03-13,002669,康达新材,15.35,14.6,10.04,482.3,10.89,7.99,-0.109
2026-03-13,600336,澳柯玛,8.18,7.81,9.95,417.82,6.57,7.83,-0.095
