date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-03-09,002053,云南能投,13.01,7.79,552.92,4.74,3.21,0.543,78.37,91.3,6.64,126.78,9.69
2026-03-09,603856,东宏股份,14.84,6.69,176.58,4.28,3.13,0.416,62.43,82.71,8.15,123.22,9.49
