date,code,name,price
2026-06-08,002565,顺灏股份,15.34
2026-06-08,002960,青鸟消防,8.84
2026-06-08,002446,盛路通信,10.62
2026-06-08,000532,华金资本,12.98
2026-06-08,002708,光洋股份,15.86
2026-06-08,002403,爱仕达,10.62
2026-06-08,002973,侨银股份,13.33
2026-06-08,600973,宝胜股份,7.62
2026-06-08,002892,科力尔,10.88
2026-06-08,603006,联明股份,13.97
2026-06-08,603058,永吉股份,10.18
2026-06-08,000070,特发信息,19.92
2026-06-08,002877,智能自控,8.64
2026-06-08,002361,神剑股份,16.81
2026-06-08,002164,宁波东力,13.33
2026-06-08,600879,航天电子,21.54
2026-06-08,600586,金晶科技,5.24
2026-06-08,002583,海能达,8.75
2026-06-08,603638,艾迪精密,23.16
2026-06-08,603166,福达股份,13.45
2026-06-08,002465,海格通信,15.92
