date,code,name,price
2026-07-07,603903,中持股份,14.15
2026-07-07,605555,德昌股份,13.7
2026-07-07,600143,金发科技,17.01
2026-07-07,002599,盛通股份,5.58
2026-07-07,603221,爱丽家居,10.71
2026-07-07,002576,通达动力,15.54
2026-07-07,002448,中原内配,12.31
2026-07-07,603012,创力集团,8.82
2026-07-07,600203,福日电子,12.82
2026-07-07,603601,再升科技,12.3
2026-07-07,603331,百达精工,11.45
2026-07-07,603730,岱美股份,13.0
2026-07-07,603035,常熟汽饰,11.43
2026-07-07,603305,旭升集团,13.03
2026-07-07,002139,拓邦股份,10.28
2026-07-07,000678,襄阳轴承,9.59
2026-07-07,603809,豪能股份,9.82
2026-07-07,603518,锦泓集团,8.19
2026-07-07,603638,艾迪精密,27.9
2026-07-07,600222,太龙药业,7.91
2026-07-07,002276,万马股份,10.72
