序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1366,002900,哈三联,12.7,0.47,0.06,39722.0,50009345.5,2.14,12.71,12.44,12.63,12.64,1.19,2.27,-14.43,2.11,4017740885.0,2221910720.0,0.16,0.16,0.0,31.61
1367,688275,万润新能,77.76,0.47,0.36,59904.0,465550125.0,6.23,80.0,75.18,76.0,77.4,0.71,7.08,-20.9,1.88,9806971683.0,6578245224.0,-0.01,0.14,18.46,60.89
1368,603888,新华网,19.19,0.47,0.09,46670.0,89730237.0,1.57,19.36,19.06,19.08,19.1,1.15,0.69,47.73,3.52,12948225444.0,12948225444.0,0.0,0.0,-0.98,12.35
1369,601033,永兴股份,15.0,0.47,0.07,37643.0,56144747.0,1.47,15.0,14.78,14.93,14.93,1.03,1.57,13.58,1.26,13500000000.0,3600000000.0,0.0,0.13,-5.72,8.23
1370,300702,天宇股份,23.64,0.47,0.11,17909.0,42115488.18,1.57,23.73,23.36,23.55,23.53,0.94,0.85,27.93,2.21,8226180039.0,4991928378.0,-0.08,-0.04,-7.33,42.32
1371,300769,德方纳米,45.33,0.47,0.21,180265.0,808342519.84,4.7,45.89,43.77,44.53,45.12,0.8,7.16,-17.51,2.44,12700923400.0,11412166478.0,-0.04,-0.02,10.4,22.91
1372,002775,文科股份,4.24,0.47,0.02,136573.0,58369695.44,3.08,4.33,4.2,4.24,4.22,1.73,2.9,156.31,10.19,2697615204.0,1998786884.0,0.0,0.24,-0.7,10.13
1373,300910,瑞丰新材,57.19,0.47,0.27,19448.0,110616117.0,1.93,57.35,56.25,56.9,56.92,0.77,0.94,22.1,4.62,16924538549.0,11866128286.0,-0.16,0.07,7.0,23.23
1374,600481,双良节能,6.44,0.47,0.03,1993469.0,1273687215.0,8.89,6.69,6.12,6.39,6.41,2.86,10.64,-16.65,2.92,12067108476.0,12067108476.0,-0.16,0.78,7.15,17.09
1375,920694,中裕科技,19.48,0.46,0.09,5544.0,10768378.5,1.96,19.56,19.18,19.5,19.39,0.76,0.89,25.24,2.94,2573083512.0,1217313791.0,-0.15,-0.05,2.2,73.62
1376,601958,金钼股份,15.34,0.46,0.07,234646.0,357331968.0,3.47,15.47,14.94,15.04,15.27,0.84,0.73,16.24,2.74,49496111496.0,49496111496.0,0.0,0.07,2.27,58.8
1377,002649,博彦科技,13.04,0.46,0.06,90089.0,117648819.0,1.77,13.15,12.92,12.99,12.98,1.25,1.64,31.26,1.8,7632892697.0,7153005545.0,-0.08,0.0,-7.39,9.12
1378,688193,仁度生物,48.3,0.46,0.22,5957.0,28824099.0,3.72,49.29,47.5,48.32,48.08,1.3,1.49,206.96,2.11,1935374721.0,1935374721.0,-0.02,-0.23,2.48,36.06
1379,688070,纵横股份,54.5,0.46,0.25,17453.0,95142525.0,3.06,55.21,53.55,54.23,54.25,1.17,1.99,-180.69,7.93,4773110000.0,4773110000.0,0.0,0.04,3.53,54.39
1380,000826,启迪环境,2.19,0.46,0.01,396691.0,86589900.12,3.21,2.21,2.14,2.17,2.18,0.7,2.78,-3.43,74.48,3121523613.0,3121128780.0,0.0,-0.45,-12.4,9.5
1381,920088,科力股份,30.3,0.46,0.14,16955.0,51194257.63,2.45,30.6,29.86,30.46,30.16,1.32,7.02,65.93,3.97,2668566450.0,731745000.0,-0.13,0.1,-10.57,28.83
1382,603093,南华期货,19.75,0.46,0.09,84670.0,167475322.0,2.64,20.05,19.53,19.6,19.66,0.96,1.39,30.25,3.23,14175066637.0,12048801387.0,0.0,0.0,-7.23,67.09
1383,301072,中捷精工,22.06,0.46,0.1,11459.0,25275188.34,3.37,22.38,21.64,21.81,21.96,1.1,1.71,-62.95,3.09,2317314429.0,1481106701.0,0.32,0.41,-11.05,16.47
1384,688584,上海合晶,22.14,0.45,0.1,32613.0,72252552.0,1.36,22.3,22.0,22.04,22.04,0.78,0.96,105.44,3.57,14733247935.0,7522915021.0,0.0,0.14,-14.22,14.36
1385,002468,申通快递,13.52,0.45,0.06,126261.0,170905374.66,1.63,13.62,13.4,13.41,13.46,0.85,0.86,20.54,2.01,20696445284.0,19836543540.0,-0.15,0.0,-24.51,34.39
1386,688148,芳源股份,9.02,0.45,0.04,235567.0,210150680.0,6.57,9.27,8.68,8.94,8.98,0.79,4.62,-28.58,15.88,4601760938.0,4601760938.0,-0.22,-0.11,25.63,82.22
1387,301305,朗坤科技,22.5,0.45,0.1,31084.0,69573070.41,1.52,22.56,22.22,22.28,22.4,0.66,2.51,16.33,1.44,5427634590.0,2783552715.0,0.27,0.49,10.24,29.16
1388,002517,恺英网络,22.08,0.45,0.1,397704.0,881737117.26,3.5,22.52,21.75,21.82,21.98,0.75,2.11,22.34,4.62,47172666607.0,41710127908.0,-0.05,0.14,-20.89,63.43
1389,002586,ST围海,4.43,0.45,0.02,112635.0,49618925.25,2.49,4.47,4.36,4.39,4.41,0.71,1.04,101.31,1.7,5068911053.0,4817704753.0,0.23,0.45,11.03,69.08
1390,300236,上海新阳,62.1,0.45,0.28,140271.0,869300914.31,1.44,62.34,61.45,61.72,61.82,0.8,5.03,69.13,3.58,19460985064.0,17308944651.0,-0.02,0.02,0.53,67.34
1391,603886,元祖股份,13.48,0.45,0.06,102610.0,138194068.0,5.29,13.82,13.11,13.36,13.42,1.08,4.28,18.51,2.08,3235200000.0,3235200000.0,-0.22,-0.15,11.22,0.45
1392,920110,雷特科技,35.72,0.45,0.16,1281.0,4565438.4,2.19,35.95,35.17,35.37,35.56,0.49,0.79,32.84,3.9,1393080000.0,580057080.0,0.03,0.0,-8.88,12.68
1393,002823,凯中精密,16.13,0.44,0.07,45078.0,72498157.17,2.12,16.25,15.91,15.94,16.06,0.8,2.06,22.18,2.61,5296591147.0,3531152131.0,0.0,0.0,-6.06,16.55
1394,300662,科锐国际,24.95,0.44,0.11,31484.0,79073736.0,3.22,25.4,24.6,24.85,24.84,1.12,1.6,16.76,2.26,4910318657.0,4897275620.0,-0.12,-0.08,-14.64,19.38
1395,600111,北方稀土,45.97,0.44,0.2,636419.0,2926406038.0,3.67,46.56,44.88,45.17,45.77,1.09,1.76,80.86,6.96,166184576757.0,166184576757.0,-0.02,-0.04,-1.46,116.94
1396,000538,云南白药,56.94,0.44,0.25,57731.0,328169457.16,0.69,56.98,56.59,56.69,56.69,1.02,0.33,15.95,2.56,101595912615.0,100942896851.0,0.0,0.04,-0.73,-1.4
1397,688590,新致软件,18.35,0.44,0.08,64632.0,119523357.0,2.35,18.73,18.3,18.31,18.27,1.57,2.46,116.63,3.36,4824168354.0,4824168354.0,0.05,0.05,-19.55,14.69
1398,301469,恒达新材,31.93,0.44,0.14,58615.0,185998270.46,3.24,32.25,31.22,31.77,31.79,0.95,12.73,39.06,2.07,2857096400.0,1470653812.0,0.09,-0.19,15.9,37.93
1399,300299,富春股份,7.02,0.43,0.03,444362.0,314974308.09,3.72,7.21,6.95,7.04,6.99,1.03,6.45,-394.44,11.27,4845906597.0,4838346057.0,0.0,0.14,7.01,28.34
1400,002877,智能自控,9.3,0.43,0.04,148993.0,139233059.51,3.24,9.45,9.15,9.22,9.26,1.12,6.19,146.45,2.73,3309346364.0,2236786264.0,0.0,0.22,6.9,12.45
1401,603370,华新精科,46.55,0.43,0.2,10264.0,47519556.0,1.57,46.74,46.01,46.14,46.35,1.21,2.99,45.04,4.27,8143922500.0,1595893154.0,0.02,0.13,-11.54,150.27
1402,002142,宁波银行,28.18,0.43,0.12,182247.0,511423314.23,1.43,28.25,27.85,28.0,28.06,0.85,0.28,6.22,0.86,186089188519.0,185984825974.0,0.0,0.04,6.7,21.94
1403,300417,南华仪器,14.0,0.43,0.06,26716.0,37236152.0,2.87,14.15,13.75,14.01,13.94,1.0,3.05,-7850.16,4.1,1883884800.0,1225871332.0,0.21,0.36,6.54,18.85
1404,600967,内蒙一机,16.5,0.43,0.07,283409.0,468800159.0,2.43,16.7,16.3,16.44,16.43,1.3,1.67,54.53,2.37,28079612006.0,28079612006.0,0.0,0.06,-10.13,95.73
1405,300647,超频三,7.0,0.43,0.03,162799.0,113783222.5,3.3,7.09,6.86,6.91,6.97,0.63,3.57,1098.12,5.59,3201247168.0,3196495001.0,0.14,0.14,0.43,13.82
1406,688318,财富趋势,134.23,0.43,0.58,25040.0,335852087.0,1.89,135.65,133.12,133.21,133.65,0.86,0.98,139.97,9.28,34378916727.0,34378916727.0,0.0,0.1,-17.14,10.21
1407,603363,傲农生物,4.7,0.43,0.02,377840.0,176429561.0,2.99,4.74,4.6,4.67,4.68,1.03,1.85,22.17,3.66,12233920582.0,9611320582.0,0.21,0.0,-3.49,32.77
1408,688343,云天励飞-U,77.43,0.43,0.33,98592.0,762145077.0,2.81,78.5,76.33,77.94,77.1,0.99,3.74,-69.95,7.16,27783948284.0,20428373935.0,0.0,0.17,-6.45,56.11
1409,688007,光峰科技,18.61,0.43,0.08,63420.0,118274872.0,2.1,18.85,18.46,18.47,18.53,0.71,1.38,-47.32,3.32,8553446967.0,8553446967.0,-0.05,-0.05,-11.97,26.0
1410,603255,鼎际得,28.87,0.42,0.12,8231.0,23825657.0,2.57,29.29,28.55,28.85,28.75,0.9,1.36,320.56,2.45,3885661426.0,1751694410.0,0.21,0.17,-24.01,-14.28
1411,600497,驰宏锌锗,7.25,0.42,0.03,1206240.0,865970490.0,4.71,7.35,7.01,7.01,7.22,0.98,2.39,20.7,2.18,36542758502.0,36542758502.0,0.0,0.0,17.5,34.01
1412,600557,康缘药业,14.22,0.42,0.06,44456.0,63016109.0,1.77,14.28,14.03,14.15,14.16,0.94,0.79,30.24,1.71,8050778221.0,8050778221.0,0.0,0.14,-5.01,4.41
1413,603202,天有为,91.81,0.42,0.38,4598.0,42106308.0,0.85,91.96,91.18,91.2,91.43,0.82,1.38,14.14,2.22,14689600000.0,3053787709.0,0.02,0.11,-5.86,2.0
1414,002908,德生科技,9.57,0.42,0.04,111947.0,108498562.52,4.93,9.91,9.44,9.47,9.53,2.49,3.48,701.33,3.73,4128805082.0,3079957428.0,-0.1,0.1,-7.54,9.87
1415,300479,神思电子,18.91,0.42,0.08,40082.0,75903866.68,2.23,19.13,18.71,18.76,18.83,1.06,2.04,-26.45,8.47,3726042757.0,3723915382.0,0.16,0.0,-4.88,3.9
1416,002981,朝阳科技,28.71,0.42,0.12,19890.0,57107611.0,1.26,28.85,28.49,28.59,28.59,0.81,1.67,29.91,3.4,3947226362.0,3428373500.0,0.1,0.14,-6.85,24.5
1417,688182,灿勤科技,28.7,0.42,0.12,79026.0,226535643.0,5.21,29.62,28.13,28.35,28.58,1.08,1.98,99.84,5.13,11480000000.0,11480000000.0,-0.07,0.24,0.53,61.15
1418,000868,安凯客车,4.93,0.41,0.02,135084.0,67036127.31,3.26,5.04,4.88,4.92,4.91,1.43,1.84,-401.23,5.44,4631807644.0,3615309101.0,-0.2,0.0,-9.21,-3.33
1419,002101,广东鸿图,12.39,0.41,0.05,62093.0,76757835.1,1.62,12.44,12.24,12.3,12.34,1.02,0.94,29.41,1.05,8231621601.0,8204809146.0,-0.08,-0.08,-10.15,6.17
1420,002890,弘宇股份,14.73,0.41,0.06,13765.0,20249889.33,2.32,14.88,14.54,14.66,14.67,0.79,0.85,157.72,4.16,2502261107.0,2378662413.0,0.14,0.41,5.29,49.85
1421,300620,光库科技,154.5,0.4,0.62,139663.0,2151429533.1,3.98,156.69,150.57,152.07,153.88,0.8,5.65,250.4,18.54,38498394203.0,38178137333.0,0.0,0.11,23.4,218.56
1422,920123,芭薇股份,15.0,0.4,0.06,12610.0,19036409.52,2.88,15.3,14.87,15.04,14.94,0.97,1.98,42.64,4.13,1673100000.0,954493440.0,0.0,-0.07,-15.16,41.11
1423,300705,九典制药,15.14,0.4,0.06,50222.0,75544812.72,1.13,15.15,14.98,15.07,15.08,1.11,1.36,13.98,2.87,7573217068.0,5598640282.0,0.0,0.13,-8.19,-14.17
1424,600177,雅戈尔,7.54,0.4,0.03,121752.0,91498497.0,1.07,7.55,7.47,7.51,7.51,0.91,0.26,11.13,0.81,34860751941.0,34860751941.0,0.0,-0.13,2.59,-10.66
1425,002773,康弘药业,29.97,0.4,0.12,48635.0,144764882.4,1.68,30.0,29.5,29.73,29.85,1.01,0.71,20.05,3.01,27611988991.0,20584415849.0,0.0,0.0,-17.82,57.74
1426,603230,内蒙新华,12.41,0.4,0.05,43357.0,53423834.0,1.78,12.45,12.23,12.35,12.36,1.12,1.23,16.33,1.57,4387220430.0,4387220430.0,-0.08,0.16,0.81,1.89
1427,301131,聚赛龙,47.92,0.4,0.19,13859.0,66248953.0,3.06,48.48,47.02,47.02,47.73,1.65,4.5,45.65,2.71,2290324660.0,1476026952.0,0.0,0.02,0.15,41.4
1428,300321,同大股份,45.49,0.4,0.18,28661.0,129542555.0,5.89,46.41,43.74,45.18,45.31,0.55,3.23,274.72,6.37,4039512000.0,4034776491.0,-0.28,-0.2,16.37,121.69
1429,600756,浪潮软件,17.76,0.4,0.07,174744.0,311273240.0,2.26,17.98,17.58,17.58,17.69,0.93,5.39,-22.07,2.61,6209406653.0,5755993853.0,0.0,0.0,17.23,23.94
1430,002021,中捷资源,2.48,0.4,0.01,305076.0,75655089.99,3.64,2.52,2.43,2.46,2.47,1.37,2.55,1823.2,4.77,2964783761.0,2964685970.0,-0.4,-0.4,-18.42,1.22
1431,002533,金杯电工,12.54,0.4,0.05,102208.0,127930100.01,1.92,12.6,12.36,12.41,12.49,0.54,1.6,14.88,2.14,9203620917.0,7996073730.0,0.0,0.32,7.09,30.76
1432,002963,豪尔赛,15.29,0.39,0.06,49983.0,75564115.58,4.01,15.35,14.74,15.15,15.23,1.45,4.38,-65.53,1.78,2299003330.0,1746300746.0,-0.07,0.26,16.63,33.42
1433,300218,安利股份,15.62,0.39,0.06,29613.0,46254016.0,1.48,15.71,15.48,15.54,15.56,0.65,1.37,20.94,2.19,3389336940.0,3378237274.0,0.13,0.06,-17.4,3.1
1434,601858,中国科传,17.8,0.39,0.07,27419.0,48840730.0,1.35,17.92,17.68,17.68,17.73,1.17,0.35,34.0,2.57,14070900000.0,14070900000.0,0.06,0.11,-8.58,-11.49
1435,601919,中远海控,15.27,0.39,0.06,547475.0,834629401.0,2.5,15.45,15.07,15.17,15.21,1.14,0.43,6.55,1.02,236528600675.0,192553756910.0,0.07,-0.07,11.54,9.78
1436,688699,明微电子,44.22,0.39,0.17,24993.0,111799242.0,4.93,45.65,43.48,43.48,44.05,1.01,2.27,-137.67,4.02,4867058381.0,4867058381.0,0.16,0.23,14.2,23.04
1437,301512,智信精密,43.52,0.39,0.17,6132.0,26656630.0,2.17,44.0,43.06,43.15,43.35,0.99,2.47,-42.21,2.3,2321069568.0,1079879168.0,-0.02,0.3,-9.39,13.24
1438,601229,上海银行,10.17,0.39,0.04,530900.0,539177371.0,1.38,10.2,10.06,10.13,10.13,1.24,0.37,6.0,0.6,144505525759.0,144505525759.0,0.0,-0.1,16.76,17.84
1439,002906,华阳集团,30.94,0.39,0.12,69889.0,215092852.36,2.24,31.12,30.43,30.68,30.82,0.89,1.33,21.7,2.4,16240995129.0,16235133298.0,-0.06,0.0,-9.95,2.21
1440,600998,九州通,5.09,0.39,0.02,236281.0,120154583.0,1.38,5.12,5.05,5.06,5.07,1.0,0.47,9.74,0.97,25666173491.0,25666173491.0,-0.39,-0.39,4.09,3.46
1441,601890,亚星锚链,10.4,0.39,0.04,395897.0,412376661.0,2.41,10.55,10.3,10.35,10.36,1.26,4.13,35.42,2.69,9977760000.0,9977760000.0,0.0,0.0,4.84,35.95
1442,002284,亚太股份,15.28,0.39,0.06,238782.0,362850661.6,4.07,15.52,14.9,15.1,15.22,0.47,3.27,25.79,3.53,11293453317.0,11172952563.0,-0.07,0.0,14.63,98.7
1443,300925,法本信息,20.8,0.39,0.08,103104.0,214882834.15,2.12,21.04,20.6,20.69,20.72,1.23,2.95,78.72,4.06,8917146056.0,7270559150.0,0.0,0.05,-20.28,-6.39
1444,300408,三环集团,46.28,0.39,0.18,143144.0,664890432.94,2.47,46.97,45.83,46.01,46.1,0.64,0.77,33.97,4.22,88695498330.0,86534715027.0,-0.13,-0.09,-0.9,21.37
1445,301195,北路智控,33.31,0.39,0.13,6990.0,23313510.5,0.99,33.48,33.15,33.44,33.18,1.08,0.8,31.5,1.82,4399246370.0,2921697612.0,-0.06,-0.03,-3.67,5.88
1446,603677,奇精机械,18.1,0.39,0.07,20077.0,36278078.0,2.16,18.25,17.86,17.86,18.03,0.78,1.04,49.63,3.0,3486075657.0,3486075657.0,0.11,0.17,-5.38,36.81
1447,603816,顾家家居,30.85,0.39,0.12,39699.0,122501204.0,1.14,31.05,30.7,30.73,30.73,0.96,0.49,12.35,2.45,25341779361.0,25055328226.0,0.16,0.13,4.22,17.75
1448,605179,一鸣食品,21.1,0.38,0.08,42557.0,89307864.0,2.0,21.1,20.68,21.08,21.02,0.47,1.06,136.74,7.51,8461100000.0,8461100000.0,0.05,0.09,2.48,5.71
1449,002712,思美传媒,5.33,0.38,0.02,190773.0,102287105.68,2.82,5.43,5.28,5.31,5.31,1.52,3.53,-147.17,2.13,2900992135.0,2882998455.0,0.0,-0.19,-3.44,4.51
1450,002917,金奥博,13.35,0.38,0.05,47896.0,63834264.0,2.18,13.46,13.17,13.21,13.3,1.35,1.84,26.19,2.76,4640649530.0,3477381714.0,-0.15,0.0,-2.98,41.12
1451,600446,金证股份,15.94,0.38,0.06,178665.0,285584719.0,1.45,16.09,15.86,15.89,15.88,1.15,1.9,-199.05,4.07,15003803615.0,15003803615.0,0.13,0.06,-12.61,-7.54
1452,002420,毅昌科技,7.96,0.38,0.03,380338.0,304546962.63,7.82,8.35,7.73,7.86,7.93,1.06,9.52,64.48,5.32,3273868400.0,3180492426.0,-0.13,0.13,-6.35,50.76
1453,603000,人民网,18.88,0.37,0.07,62855.0,118729152.0,1.01,18.95,18.76,18.78,18.81,1.17,0.57,465.39,5.68,20875447137.0,20875447137.0,0.05,0.11,-3.33,-13.83
1454,300905,宝丽迪,32.49,0.37,0.12,25051.0,81172221.02,1.73,32.66,32.1,32.38,32.37,0.96,1.8,41.05,3.01,5809007183.0,4517624229.0,0.0,0.12,-12.26,27.11
1455,301319,唯特偶,51.3,0.37,0.19,41830.0,216091646.59,5.4,52.87,50.11,50.68,51.11,0.7,4.48,68.81,5.44,6379284173.0,4793527609.0,0.14,0.33,6.54,162.27
1456,688097,博众精工,37.55,0.37,0.14,76931.0,288692667.0,3.42,37.99,36.71,36.95,37.41,1.49,1.73,37.84,3.53,16771623576.0,16710079126.0,0.27,0.32,1.82,44.31
1457,688061,灿瑞科技,32.47,0.37,0.12,5310.0,17215227.0,1.92,32.8,32.18,32.24,32.35,0.91,1.18,-74.66,1.57,3730458526.0,1461835377.0,0.22,0.31,-13.46,12.43
1458,600616,金枫酒业,5.38,0.37,0.02,76577.0,41274191.0,1.68,5.44,5.35,5.36,5.36,0.82,1.14,-281.58,1.87,3599246631.0,3599246631.0,0.37,0.37,-1.47,-4.78
1459,601658,邮储银行,5.46,0.37,0.02,1439886.0,785206615.0,1.47,5.49,5.41,5.45,5.44,1.2,0.21,6.42,0.65,655718992066.0,366488277792.0,0.0,0.0,-6.35,0.74
1460,600745,闻泰科技,37.49,0.37,0.14,267424.0,1003857120.0,2.2,37.93,37.11,37.22,37.35,0.7,2.15,23.12,1.37,46661408101.0,46661408101.0,0.0,0.08,-22.16,-3.33
1461,002616,长青集团,5.48,0.37,0.02,78656.0,43103943.3,1.47,5.52,5.44,5.45,5.46,0.95,1.34,17.51,1.38,4708505697.0,3219391869.0,0.18,0.18,-21.94,18.36
1462,000620,盈新发展,2.74,0.37,0.01,2722435.0,736883884.88,5.86,2.8,2.64,2.7,2.73,0.88,5.83,-24.83,3.6,16088773210.0,12800591753.0,0.0,0.0,68.1,25.11
1463,600888,新疆众和,8.22,0.37,0.03,242055.0,198378560.0,3.79,8.31,8.0,8.03,8.19,1.03,1.72,16.31,1.02,11538512730.0,11538512730.0,0.12,0.12,4.71,20.35
1464,301135,瑞德智能,27.7,0.36,0.1,21445.0,59514049.48,2.72,28.02,27.27,27.44,27.6,1.25,2.8,90.63,2.26,2824070400.0,2117962775.0,0.18,0.0,-3.85,20.49
1465,603260,合盛硅业,53.68,0.36,0.19,84824.0,453722227.0,3.29,54.37,52.61,52.85,53.49,0.79,0.72,-148.08,1.98,63460868593.0,63460868593.0,0.0,0.04,10.16,-2.59
1466,000818,航锦科技,19.26,0.36,0.07,100397.0,193807447.1,2.29,19.5,19.06,19.19,19.19,1.16,1.53,627.67,5.5,12711600751.0,12677152315.0,0.0,0.05,-17.48,0.84
1467,603896,寿仙谷,19.39,0.36,0.07,12537.0,24381028.0,1.76,19.64,19.3,19.57,19.32,1.51,0.63,37.76,1.71,3843949434.0,3843949434.0,0.0,-0.05,-5.32,-7.4
1468,002045,国光电器,13.99,0.36,0.05,110273.0,154823438.3,2.58,14.17,13.81,13.9,13.94,0.88,1.96,308.66,1.78,7869139017.0,7860042019.0,-0.07,0.0,-15.87,-35.5
1469,688729,屹唐股份,24.9,0.36,0.09,54752.0,136946543.0,3.18,25.5,24.71,24.71,24.81,0.87,2.74,107.04,8.37,73593444000.0,4974713531.0,0.0,0.12,-17.55,194.67
1470,002871,伟隆股份,17.01,0.35,0.06,57203.0,97288235.4,4.54,17.33,16.56,16.78,16.95,0.63,3.83,31.25,3.86,4284033903.0,2541217931.0,0.0,-0.12,1.07,82.9
1471,603001,奥康国际,8.59,0.35,0.03,41683.0,35697416.0,2.8,8.67,8.43,8.57,8.56,0.73,1.04,-12.34,1.45,3444418200.0,3444418200.0,-0.12,0.12,-2.61,23.95
1472,300596,利安隆,42.81,0.35,0.15,36226.0,154313446.4,1.9,42.99,42.18,42.48,42.66,0.72,1.62,18.8,2.06,9830017944.0,9548547503.0,-0.07,-0.09,10.34,42.08
1473,600166,福田汽车,2.9,0.35,0.01,962295.0,277101781.0,3.11,2.92,2.83,2.87,2.89,0.91,1.22,15.48,1.49,22960461064.0,22960461064.0,0.35,0.35,6.62,15.54
1474,689009,九号公司-WD,55.8,0.34,0.19,44414.0,248033320.0,1.96,56.35,55.26,55.61,55.61,0.73,0.8,16.87,5.63,40194725252.0,30862526848.0,-0.09,-0.14,-15.06,21.38
1475,300239,东宝生物,5.82,0.34,0.02,150219.0,86958774.0,2.59,5.85,5.7,5.84,5.8,1.15,2.55,53.48,2.04,3454798170.0,3432413577.0,-0.34,0.87,7.38,-6.73
1476,600418,江淮汽车,49.61,0.34,0.17,334583.0,1657029243.0,2.25,49.99,48.88,49.34,49.44,0.81,1.53,-56.66,10.91,108348725732.0,108348725732.0,-0.02,0.12,-6.57,32.29
1477,600769,祥龙电业,11.94,0.34,0.04,58206.0,69401278.0,3.87,12.25,11.79,12.25,11.9,1.17,1.55,195.11,37.26,4477227768.0,4477227768.0,-0.17,-0.08,-8.51,24.25
1478,000738,航发控制,20.92,0.34,0.07,378011.0,795409344.78,4.22,21.48,20.6,20.85,20.85,1.12,2.87,51.47,2.2,27513649301.0,27513649301.0,0.0,0.05,6.95,-5.21
1479,300502,新易盛,446.0,0.34,1.5,258850.0,11546086104.17,4.09,454.88,436.71,440.0,444.5,0.94,2.92,52.55,30.52,443328153152.0,394896932872.0,0.04,0.18,14.87,442.32
1480,300059,东方财富,23.43,0.34,0.08,2247939.0,5258246009.43,1.8,23.63,23.21,23.29,23.35,0.88,1.68,30.53,4.17,370288602725.0,313408724167.0,0.04,0.09,-15.05,-9.05
1481,002389,航天彩虹,23.82,0.34,0.08,612848.0,1477259694.85,3.62,24.47,23.61,24.0,23.74,1.56,6.22,2902.6,2.94,23460699620.0,23456936179.0,0.0,0.0,10.28,32.41
1482,603011,合锻智能,23.28,0.34,0.08,604065.0,1416089040.0,4.61,23.94,22.87,22.97,23.2,1.38,12.22,-194.74,5.48,11509968093.0,11509968093.0,0.13,0.22,30.35,239.85
1483,600435,北方导航,15.0,0.33,0.05,667980.0,1011573377.0,4.62,15.44,14.75,14.8,14.95,1.37,4.42,136.55,7.76,22669918095.0,22669918095.0,-0.07,-0.13,4.46,54.0
1484,600601,方正科技,12.05,0.33,0.04,1822900.0,2223734188.0,5.91,12.6,11.89,11.92,12.01,0.98,4.37,122.0,11.56,51498601788.0,50252034108.0,0.17,0.17,15.53,174.49
1485,605319,无锡振华,21.27,0.33,0.07,29672.0,63048904.0,2.03,21.49,21.06,21.28,21.2,0.91,0.99,17.54,2.87,7446333814.0,6404401594.0,0.09,0.24,-16.95,46.09
1486,002556,辉隆股份,6.09,0.33,0.02,207069.0,126310033.11,4.94,6.28,5.98,6.03,6.07,1.1,2.19,26.25,1.61,5764295107.0,5758832840.0,0.16,0.0,13.2,14.26
1487,301489,思泉新材,209.0,0.33,0.69,44187.0,936449646.58,6.39,217.99,204.68,208.31,208.31,0.67,9.28,199.36,15.57,16877558203.0,9948489243.0,-0.02,0.27,-18.04,330.4
1488,601825,沪农商行,9.17,0.33,0.03,134013.0,122593959.0,1.75,9.22,9.06,9.16,9.14,0.79,0.14,6.28,0.7,88439555561.0,85963627666.0,-0.11,-0.11,10.22,13.49
1489,688312,燕麦科技,33.33,0.33,0.11,21598.0,71729536.0,2.77,33.63,32.71,32.9,33.22,0.69,1.48,37.78,3.29,4858554629.0,4858554629.0,0.12,0.33,-2.43,9.96
1490,688220,翱捷科技-U,84.51,0.33,0.28,51024.0,433029715.0,3.03,85.68,83.13,83.2,84.23,0.8,1.42,-80.98,6.41,35350608129.0,30458093433.0,0.0,-0.02,-18.85,56.24
1491,920429,康比特,15.15,0.33,0.05,12200.0,18489326.71,1.79,15.31,15.04,15.11,15.1,0.91,1.08,96.9,2.28,1886175000.0,1716326699.0,0.0,0.4,-19.07,0.73
1492,603198,迎驾贡酒,40.07,0.33,0.13,41616.0,166910941.0,2.35,40.55,39.61,39.7,39.94,1.13,0.52,15.91,3.16,32056000000.0,32056000000.0,0.0,0.05,-3.19,-23.59
1493,301032,新柴股份,12.19,0.33,0.04,17313.0,21067897.0,1.89,12.27,12.04,12.15,12.15,0.76,1.08,37.21,2.44,2939416146.0,1948849127.0,0.16,0.16,-4.62,31.22
1494,600109,国金证券,9.36,0.32,0.03,181805.0,170059647.0,1.18,9.41,9.3,9.32,9.33,0.71,0.49,15.3,0.99,34682215558.0,34682215558.0,-0.11,0.0,-9.74,8.71
1495,605566,福莱蒽特,31.15,0.32,0.1,24647.0,76668290.0,2.64,31.55,30.73,30.9,31.05,0.87,1.85,72.3,2.08,4153541000.0,4153541000.0,-0.06,0.29,7.71,74.02
1496,300654,世纪天鸿,9.39,0.32,0.03,90350.0,85060630.5,1.92,9.53,9.35,9.36,9.36,1.49,2.56,99.89,4.03,3437912360.0,3307735804.0,-0.11,0.0,-5.15,-6.47
1497,000610,西安旅游,12.46,0.32,0.04,63410.0,78655077.52,1.45,12.48,12.3,12.41,12.42,0.7,2.69,-27.54,18.87,2949878846.0,2934383503.0,0.0,0.08,-4.67,-8.78
1498,603317,天味食品,12.61,0.32,0.04,37481.0,47169293.0,1.35,12.67,12.5,12.58,12.57,1.05,0.35,25.67,3.06,13426053552.0,13426053552.0,0.16,0.0,9.56,-1.41
1499,603882,金域医学,28.0,0.32,0.09,24478.0,68521209.0,1.25,28.14,27.79,27.9,27.91,0.84,0.53,-122.2,1.9,12971231700.0,12883768156.0,0.04,-0.04,-4.53,5.07
1500,688091,上海谊众,46.69,0.32,0.15,19040.0,89157622.0,4.73,48.08,45.88,46.54,46.54,0.55,0.92,142.88,6.61,9650992952.0,9650992952.0,0.0,0.45,-20.01,16.96
