日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-01-13,000779,8.54,8.56,8.69,8.5,74678,64160560.0,2.22,0.23,0.02,1.61
2026-01-14,000779,8.63,8.57,8.69,8.52,66839,57533792.0,1.99,0.12,0.01,1.44
2026-01-15,000779,8.55,8.63,8.69,8.54,38993,33581620.0,1.75,0.7,0.06,0.84
2026-01-16,000779,8.67,8.74,8.98,8.63,115445,102094632.0,4.06,1.27,0.11,2.48
2026-01-19,000779,8.73,8.72,8.77,8.66,50765,44260328.0,1.26,-0.23,-0.02,1.09
2026-01-20,000779,8.72,8.72,8.75,8.68,38902,33857024.0,0.8,0.0,0.0,0.84
2026-01-21,000779,8.7,8.72,8.75,8.63,37733,32832248.0,1.38,0.0,0.0,0.81
2026-01-22,000779,8.73,8.83,8.84,8.68,47233,41513060.0,1.83,1.26,0.11,1.02
2026-01-23,000779,8.83,8.88,8.97,8.76,61609,54494608.0,2.38,0.57,0.05,1.33
2026-01-26,000779,8.88,8.8,8.88,8.7,55458,48640432.0,2.03,-0.9,-0.08,1.19
2026-01-27,000779,8.78,8.78,8.79,8.57,57820,50237716.0,2.5,-0.23,-0.02,1.24
2026-01-28,000779,8.8,8.73,8.82,8.68,38269,33398172.0,1.59,-0.57,-0.05,0.82
2026-01-29,000779,8.66,8.72,8.79,8.63,49901,43619484.0,1.83,-0.11,-0.01,1.07
2026-01-30,000779,8.72,8.72,8.82,8.64,71226,62030588.0,2.06,0.0,0.0,1.53
2026-02-02,000779,8.7,8.63,8.78,8.63,45854,39964620.0,1.72,-1.03,-0.09,0.99
2026-02-03,000779,8.75,8.71,8.76,8.66,33325,29016174.0,1.16,0.93,0.08,0.72
2026-02-04,000779,8.72,8.79,8.79,8.68,37035,32419126.0,1.26,0.92,0.08,0.8
2026-02-05,000779,8.75,8.86,8.96,8.73,61576,54433072.0,2.62,0.8,0.07,1.32
2026-02-06,000779,8.85,8.89,8.96,8.79,55980,49812120.0,1.92,0.34,0.03,1.2
