date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-02-13,002951,金时科技,19.48,9.99,691.97,8.99,3.54,1.866,86.98,113.54,18.06,129.76,4.69
2026-02-13,603155,新亚强,19.14,2.24,364.4,6.18,4.06,0.32,60.4,110.86,7.12,99.02,7.59
