date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-02-25,603936,博敏电子,13.17,4.28,753.89,9.2,2.88,0.397,55.7,108.0,5.77,89.12,5.46
2026-02-27,603070,万控智造,16.92,6.21,333.02,5.05,3.39,0.681,81.98,93.13,9.3,136.58,7.66
2026-02-27,002973,侨银股份,15.59,10.02,187.21,4.0,2.81,0.246,67.24,61.52,6.05,104.97,10.52
