date,code,name,price,stop_loss,pct_chg,amount_M,turnover,bias_ma5,diff
2026-02-25,002176,江特电机,10.48,10.02,9.97,1130.93,6.51,10.25,-0.103
2026-02-25,603399,永杉锂业,11.71,11.35,7.43,734.33,12.18,6.59,-0.046
2025-12-25,600779,水井坊,39.8,37.97,10.01,429.11,2.28,7.5,-0.935
2025-12-25,603755,日辰股份,37.28,35.94,6.67,145.26,4.02,7.86,-0.255
2025-12-25,603895,天永智能,29.3,28.48,5.21,127.65,4.08,3.67,-0.12
