date,code,name,price,pct_chg,amount_M,turnover,vol_ratio,ma20_slope,rsi_14,kdj_j,bias_ma5,boll_pct,amplitude
2026-02-25,600497,驰宏锌锗,10.0,8.81,2765.25,5.55,2.62,0.536,39.43,109.66,8.3,67.66,8.38
2026-02-25,000970,中科三环,15.35,6.23,1385.18,7.5,3.09,0.452,56.87,108.94,5.77,106.69,7.47
2026-02-25,603936,博敏电子,13.17,4.28,753.89,9.2,2.88,0.397,55.7,108.0,5.77,89.12,5.46
2026-02-25,000795,英洛华,10.87,5.02,566.25,4.63,2.73,0.194,52.77,103.09,4.46,89.37,6.18
2026-02-25,002811,郑中设计,17.75,9.98,337.6,6.96,2.59,0.424,72.49,112.49,13.62,111.84,10.1
2026-02-25,002998,优彩资源,9.5,9.95,183.69,7.45,2.69,0.957,73.0,85.68,8.32,124.52,9.95
