date,code,name,price,stop_loss,pct_chg,amount_M,turnover,bias_ma5,diff
2026-08-10,002739,万达电影,9.93,9.8,9.97,1866.41,9.32,8.83,-0.016
2026-09-01,601933,永辉超市,3.28,3.19,6.15,1454.91,4.99,4.19,-0.011
2026-08-10,601199,江南水务,6.06,5.79,9.98,245.65,4.47,6.95,-0.025
