股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
000822,6.02,6.04,35.1%,100.0%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,山东海化
603639,13.35,13.09,26.1%,100.0%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,海利尔
000905,10.8,10.85,31.3%,100.0%,80,建议观察，待放量确认,厦门港务
601226,9.52,9.4,38.8%,100.0%,80,建议观察，待放量确认,华电科工
601600,12.08,11.76,42.5%,50.8%,80,建议观察，待放量确认,中国铝业
600955,18.38,17.88,20.3%,100.0%,80,建议观察，待放量确认,维远股份
000930,6.37,6.49,24.6%,100.0%,80,建议观察，待放量确认,中粮科技
603677,15.55,15.24,36.2%,60.7%,80,建议观察，待放量确认,奇精机械
