股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
603616,6.47,6.51,20.9%,75.0%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,韩建河山
000913,15.43,15.0,26.7%,56.4%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,钱江摩托
000905,11.09,10.85,37.6%,100.0%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,厦门港务
603639,13.12,13.09,18.5%,100.0%,80,建议观察，待放量确认,海利尔
000930,6.43,6.49,20.3%,100.0%,80,建议观察，待放量确认,中粮科技
