股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
601083,12.7,12.56,41.6%,75.0%,80,建议观察，待放量确认,锦江航运
600149,5.76,5.69,32.7%,100.0%,80,建议观察，待放量确认,廊坊发展
603333,7.76,7.6,31.8%,100.0%,80,建议观察，待放量确认,尚纬股份
