股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
600416,9.92,10.01,40.2%,55.6%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,湘电股份
000737,13.35,13.09,44.4%,100.0%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,北方铜业
