股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
603272,19.87,19.62,44.5%,58.8%,80,建议观察，待放量确认,联翔股份
603210,13.0,13.23,42.7%,100.0%,80,建议观察，待放量确认,泰鸿万立
600299,7.81,7.92,42.6%,66.7%,80,建议观察，待放量确认,安迪苏
002601,15.98,15.7,17.4%,100.0%,80,建议观察，待放量确认,龙佰集团
002139,9.76,9.79,40.6%,51.7%,80,建议观察，待放量确认,拓邦股份
601918,9.36,9.15,38.0%,100.0%,80,建议观察，待放量确认,新集能源
