股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
000712,9.05,8.88,27.7%,51.9%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,锦龙股份
000530,5.36,5.24,35.3%,100.0%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,冰山冷热
601999,5.77,5.74,18.8%,100.0%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,出版传媒
603276,16.22,16.18,25.1%,100.0%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,恒兴新材
600416,9.95,10.01,40.4%,55.6%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,湘电股份
002041,8.14,8.18,41.2%,75.0%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,登海种业
002215,8.83,8.75,44.6%,51.8%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,诺 普 信
