股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
600023,6.26,6.15,38.3%,100.0%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,浙能电力
603808,9.11,9.1,37.8%,57.5%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,歌力思
600851,7.32,7.27,30.9%,66.7%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,海欣股份
603138,16.21,16.01,38.1%,75.0%,80,建议观察，待放量确认,海量数据
002510,6.29,6.15,39.5%,100.0%,80,建议观察，待放量确认,天汽模
002452,10.69,10.74,23.8%,80.0%,80,建议观察，待放量确认,长高电新
