股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
603697,10.46,10.28,32.6%,68.0%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,有友食品
002334,8.94,8.88,34.7%,66.7%,80,建议观察，待放量确认,英威腾
