股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
603711,14.31,14.11,39.5%,51.7%,80,建议观察，待放量确认,香飘飘
000906,6.34,6.23,18.1%,100.0%,80,建议观察，待放量确认,浙商中拓
002892,10.4,10.32,42.0%,53.8%,80,建议观察，待放量确认,科力尔
002723,9.02,9.06,43.4%,100.0%,80,建议观察，待放量确认,小崧股份
