股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
600711,12.18,12.07,32.9%,52.8%,80,建议观察，待放量确认,盛屯矿业
002772,12.27,12.29,31.8%,69.2%,80,建议观察，待放量确认,众兴菌业
603697,10.75,10.66,34.0%,68.6%,80,建议观察，待放量确认,有友食品
000586,14.86,14.5,37.7%,50.3%,80,建议观察，待放量确认,汇源通信
002892,9.82,9.88,32.0%,56.1%,80,建议观察，待放量确认,科力尔
601001,18.83,18.42,39.9%,50.3%,80,建议观察，待放量确认,晋控煤业
002255,9.08,9.22,38.5%,56.2%,80,建议观察，待放量确认,海陆重工
603038,15.24,15.35,38.5%,100.0%,80,建议观察，待放量确认,华立股份
